 5    65 5    67 5    55 5    59 5    59 5    64 5    63 5    58 5    64 5    58
 5    62 5    58 5    61 5    61 5    57 5    59 5    67 5    59 5    59 5    58
 5    60 5    62 5    63 5    57 5    65 5    65 5    67 5    63 5    55 5    62
 5    60 5    61 5    63 5    63 5    66 5    53 5    57 5    58 5    58 5    58
 5    61 5    63 5    60 5    60 5    58 5    56 5    61 5    59 5    57 5    62
 5    63 6    59 6    58 6    57 6    68 6    58 6    53 6    62 6    58 6    62
 6    56 6    62 6    64 6    60 6    57 6    67 6    61 6    56 6    56 6    56
 6    61 6    58 6    60 6    61 6    64 6    64 6    58 6    59 6    61 6    59
 6    58 6    58 6    56 6    59 6    62 6    60 6    60 6    56 6    63 6    56
 6    59 6    64 6    63 6    59 6    64 6    61 6    73 6    72 6    84 6    99
 6   116 6   142 6   184 6   229 6   269 6   269 6   227 6   179 6   124 6    97
 6    97 7    91 7   103 7   139 7   160 7   171 7   166 7   148 7   108 7    87
 7    63 7    64 7    60 7    62 7    57 7    66 7    64 7    55 7    59 7    62
 7    62 7    59 7    58 7    59 7    54 7    57 7    60 7    63 7    56 7    62
 7    63 7    60 7    61 7    62 7    62 7    67 7    73 7    79 7    83 7    87
 7    83 7    80 7    67 7    70 7    58 7    59 7    56 7    56 7    62 7    58
 7    60 7    61 7    53 7    59 7    59 7    58 7    56 7    51 7    54 7    58
 7    59 8    57 8    52 8    57 8    59 8    55 8    55 8    57 8    55 8    52
 8    56 8    57 8    52 8    56 8    56 8    60 8    61 8    54 8    53 8    56
 8    57 8    53 8    55 8    53 8    51 8    55 8    58 8    57 8    54 8    55
 8    51 8    54 8    50 8    53 8    54 8    53 8    58 8    59 8    54 8    56
 8    55 8    54 8    53 8    55 8    53 8    56 8    54 8    52 8    56 8    55
 8    55 8    51 8    55 8    52 8    51 8    49 8    52 8    56 8    54 8    51
 8    54 8    54 9    53 9    57 9    58 9    53 9    52 9    53 9    53 9    53
 9    52 9    55 9    55 9    51 9    52 9    51 9    54 9    56 9    50 9    53
 9    51 9    48 9    49 9    51 9    53 9    59 9    61 9    61 9    60 9    71
 9    74 9    75 9    68 9    72 9    68 9    60 9    54 9    50 9    53 9    52
 9    49 9    54 9    49 9    54 9    54 9    53 9    50 9    57 9    59 9    58
 9    57 9    54 9    50 9    49 9    50 9    51 9    52 9    54 9    55 9    51
 9    52 9    5210    4810    5010    5210    4810    4810    5310    5310    50
10    5310    5210    5810    6010    6710    6910    9910   12210   12810   127
10   11810    9210    6510    5810    5510    5610    6010    6710    7210    75
10    7210    6910    6510    5710    5410    4910    5010    5510    5410    53
10    5110    5210    5210    5310    5910    6910    8610   10410   11610   113
10   10310    8810    7010    6510    6510    7810    9810   12710   15410   158
10   14210   12011    8911    6811    7211    9311   12711   17211   20511   217
11   19211   15111   11911   11311   15311   23511   41511   67311   88211   961
11   83611   59811   32411   15211   10911    9911   11511   15811   25211   432
11   73611   97611  103711   92011   66511   34111   14711    8711    6711    65
11    6711    6211    6311    5911    5611    5911    6411    6111    6111    56
11    5811    6111    5611    5511    6011    6111    7111    8411    9611    97
11    8711    8312    7012    6312    5612    6112    6012    6812    8612   119
12   15712   17812   17712   14612   10812    7512    6612    6212    6512    73
12    7612    8012    7712    7312    6512    6012    5712    5612    5312    53
12    5012    5412    5312    4912    5212    5112    5112    5012    5412    49
12    4812    5112    5112    4912    4912    5512    5012    4912    5012    51
12    5312    5612    6112    7012   10412   16512   25012   31512   32412   283
12   19312   11313    7013    5613    5813    5313    5113    5813    5513    52
13    5013    5413    5213    5313    5613    6013    7313   10513   15413   214
13   26113   27113   24013   17913   13113   11013   11613   13013   13213   112
13    8813    6613    5113    5313    5213    5313    5013    4713    4613    46
13    5313    4813    5013    4813    5013    5013    5213    5013    4913    48
13    5113    5113    4713    4913    5113    4913    4613    5113    5113    53
13    4813    5014    5114    4714    5014    4914    4814    5114    5514    56
14    6314    7614    8114    8714    9114    9114   10914   12514   12914   136
14   12514   10114    8214    6914    5714    5714    5914    6814    7914   107
14   13214   14314   14514   13214   13314   16214   19614   21714   19714   152
14   10114    7014    6614    7214    9314   12514   14114   13614   11414    82
14    6314    5314    4714    5414    5214    6014    6514    6414    6814    64
14    6214    5414    4915    4715    4915    5015    4715    4715    4915    49
15    4715    4815    4715    4815    5115    5115    5015    5015    4715    47
15    4815    5015    4615    4715    4515    4815    4915    4715    4615    48
15    4815    4615    4715    4515    4515    4615    4515    4715    5015    52
15    5215    5515    5115    5015    4815    4615    4815    4715    4515    46
15    4715    4515    4715    4815    4615    4715    4715    5015    6115    75
15    8415    8816    8216    7316    5616    5016    5016    4916    4716    47
16    4916    4916    4816    4916    4616    4616    4516    4716    4916    48
16    5016    4516    4516    4616    4616    4716    4916    5016    6316    79
16    9016    9516    8216    7116    5616    5316    5516    6516    8216    90
16    8216    7516    6116    5116    5116    5416    5216    5516    5716    56
16    5616    5616    5416    5016    4816    4816    4816    4716    4716    46
16    4616    4817    4917    5017    5217    5117    5017    4817    4617    52
17    6017    7417    9017    8817    8517    7417    5917    5517    6617    81
17   10017   10117    9817    8017    5917    4717    4817    5017    4917    43
17    4517    4617    4417    4917    4917    4817    5017    5117    5017    48
17    4617    4717    5117    4717    5017    5617    6617    7417    7417    70
17    6017    4917    4917    5317    5617    5817    6217    5817    5517    50
17    4917    4517    4718    4718    4618    4718    4618    4318    4718    49
18    5218    5618    7218    8418    9018    8818    7618    6118    5318    49
18    4918    4818    5018    5218    5318    5718    6918   10718   19018   271
18   32018   31018   24718   15418    8918    6218    5218    5218    5118    47
18    5018    5218    4718    4918    5118    4918    4718    5018    4818    52
18    5718    5718    5318    5318    5418    4918    4718    5018    5118    52
18    5718    6418    7319    7319    7319    8219   10819   13919   15019   145
19   12319    8219    6019    5619    6019    7219   10019   15519   19719   246
19   26319   21919   16819   12719   11119   14219   16519   17319   16019   120
19    9619    9619   10219   10419    9519    8319    8019    8619    9119    93
19   11019   13219   15819   18019   19119   17919   15019   11719    7919    60
19    5419    5619    5519    5419    6519    8619   10719   12019   11219    91
19    6919    5619    5220    5320    5020    5220    5620    5920    6320    67
20    7220    7820    8020    8020    7320    5920    5420    5220    5020    49
20    5020    4720    5120    4820    5020    4920    5320    5620    6220    71
20    7620    7220    6920    6020    5620    5820    6420    6720    6820    62
20    5720    5520    5320    5420    5420    5220    5420    5320    5120    51
20    5020    5020    5520    5720    5820    5820    5720    5720    5320    52
20    5220    5820    6320    7820   10920   13620   14920   14220   11420    81
20    6020    5820    5920    5520    5720    6720    7420    8920   11920   165
20   18720   19520   17420   12120    8120    6420    5320    5620    5520    55
20    5820    5920    5820    6820    9120   11020   11920   11120    9520    77
20    8620   12620   21520   30620   33720   32720   25220   16120   10420    78
20    8320    9720   10520   10420    9620    8720   10120   15020   20420   229
20   21720   17320   12120    9620   11220   14720   17620   17320   14620   105
20    7020    6120    6720    7320    8520    8820    8520    7820    6620    53
20    5420    5620    5120    5120    5320    5420    5520    6020    6120    68
20    6520    6120    5920    5720    5420    5220    5720    6020    6820   100
20   14820   17520   17720   15920   12020    7520    6120    5620    5620    56
20    6020    6720    7120    7320    7420    6920    6220    7620    9420   110
20   11620   12020   12020   11620   10820   10220    9520    8220    8020    75
20    6920    5920    5420    5420    5220    5220    5320    5620    6320    75
20   10020   13320   14620   14220   12320    9320    7120    6920    6720    64
20    6020    5620    5620    5720    5720    5420    5320    5420    5720    61
20    7020    8920   11520   13120   13520   12120    9520    8220    9220   133
20   16519   17819   17219   15719   15419   15619   15319   14819   14819   169
19   20419   21619   19719   15919   11219    7719    7019    8219    9319   100
19    9819    8419    6719    5719    5319    5319    5319    5219    5219    50
19    5119    5219    5019    5319    5519    5519    5819    6119    6219    60
19    5819    5319    4919    4619    5219    5119    5119    4919    4919    49
19    5119    4919    5019    5219    5119    5919    6519    8619   11019   133
19   14618   13518   11718   10218    8118    6618    5818    5218    5018    53
18    5618    5718    5518    5518    5618    5818    5918    5918    5818    54
18    5618    5818    6118    5518    5818    5618    5518    5818    6018    69
18    7518    8218    9118    9718   10318   10618    9618    8718    7918    70
18    6718    6218    5618    5418    5118    5118    5418    5618    6018    66
18    7118    7018    6718    6318    6318    6618    6318    6418    6218    67
18    7117    6717    7017    6417    5817    5817    6017    6217    6017    58
17    6017    5817    5717    5517    5417    6117    7017    7317    7117    69
17    6117    5317    5917    6717    7417    7017    6717    5917    5117    50
17    5117    4917    4917    5017    4917    4817    4917    5317    5117    51
17    5317    5517    5817    7317    8917   10317   10117    9117    7617    61
17    5417    4917    4717    5217    5417    5417    5217    5217    5317    51
17    5116    5116    4916    5116    5316    5316    5116    5316    4916    50
16    5016    4916    5316    5316    5216    5116    5116    5516    5716    54
16    5116    5216    5316    5616    6616    7316    8516    8916    8916    85
16    7216    6616    6116    5616    5716    5216    5416    5616    6116    65
16    7416    7916    8916    9016    8916    8416    7216    5916    5516    57
16    5516    6116    6516    7216    7116    7116    8116    9216   12116   158
16   18316   18415   16115   12615    9015    6815    6315    6215    6415    67
15    7515    8115    7915    7515    8015    8215    8015    7915    8215    78
15    8615    8215    7515    6915    6215    5415    5515    5115    5515    55
15    5215    5315    5215    5715    5715    6315    7815    9415   10515   104
15    9215    7815    6715    5915    5415    5615    5215    5615    5415    56
15    6315    6215    6315    6415    5915    5815    5415    5415    5515    54
15    5515    5314    5214    5714    5414    5214    5314    5314    5514    62
14    6814    7314    8314    8814    9514   10114   12114   13714   14014   137
14   12214   11214   10214    9214    9314    9214    9414   10214   11614   139
14   14514   13914   13014   11514   10314   11514   11714   11414   11314   104
14    9314    8914    8114    8814    8814    9814   11014   13014   15114   149
14   13614   11614   10114    9314    9314   10714   11914   13114   13014   123
14   11414   10313    8813    7613    6813    6413    5813    5513    5813    61
13    6213    6513    6313    6913    7213    7613    7613    7613    7113    66
13    5813    5313    5113    5313    5813    5713    5613    5513    5813    62
13    6313    6013    5913    5613    5513    5713    5713    6713    6813    73
13    8113    8813    9113    9213    9113    8113    7813    7513    7013    65
13    6813    7413    7513    8013    7713    7513    7213    6813    6013    56
13    5813    6112    5812    5712    5712    6012    6212    5612    5612    56
12    5612    5412    5012    5412    5612    5412    5312    5512    5612    59
12    6112    6112    5912    6012    5912    5912    6612    7512    8012    93
12   10212   10312    9912    9312    8312    6912    6412    5912    5512    56
12    5912    6412    7012    7812    7912    7712    7712    7712    7412    68
12    6312    6512    6312    6312    7012    6712    7212    7912    8912    92
12    9812   10212   10611   10911   11111   11711   11711   11311   10511    91
11    8711    7611    7411    6811    6111    5911    6311    6211    6511    69
11    6111    6011    5711    5511    5911    6011    6211    6011    5911    68
11    8211    9711   11211   12411   12711   12211   11511   10111    9711    99
11   10911   11111   12611   13511   14211   14011   12711   11111    9411    87
11    8311    7711    7611    7111    6511    6411    6011    6411    6811    69
11    7511    7911    8910    8510    8910    9510    8410    8310    7110    63
10    6410    6310    6710    6410    6510    6810    7110    6710    6410    60
10    5710    5810    6110    5710    5810    5410    5710    5710    5810    56
10    5410    5710    5910    5910    6110    6110    6510    6110    6610    70
10    7310    7910    8410    8410    8710    9110    8510    8310    8510    81
10    7810    7510    6910    6710    6610    6510    5910    5510    5610    55
10    6010    5510    59 9    61 9    62 9    58 9    62 9    66 9    61 9    62
 9    68 9    63 9    62 9    66 9    68 9    74 9    76 9    78 9    75 9    76
 9    71 9    63 9    62 9    58 9    58 9    59 9    61 9    59 9    57 9    58
 9    60 9    61 9    61 9    63 9    64 9    60 9    68 9    70 9    70 9    74
 9    72 9    77 9    84 9    86 9    83 9    81 9    69 9    69 9    63 9    61
 9    58 9    60 9    58 9    59 9    64 9    69 9    73 9    84 9    91 9    98
 9   107 9   101 9    88 8    86 8    79 8    72 8    75 8    72 8    74 8    78
 8    79 8    80 8    91 8    87 8    84 8    84 8    90 8    93 8    85 8    96
 8    96 8    95 8    99 8   100 8    93 8    90 8    89 8    79 8    76 8    73
 8    74 8    76 8    78 8    74 8    78 8    81 8    92 8    92 8    85 8    85
 8    92 8    92 8   101 8   110 8   113 8   125 8   131 8   124 8   118 8   111
 8   101 8    89 8    77 8    78 8    79 8    86 8    89 8    99 8   106 8   100
 8    93 8    98 8    96 7    89 7    85 7    81 7    83 7    89 7   102 7   102
 7   107 7   112 7   109 7   111 7   106 7    98 7    96 7    84 7    83 7    84
 7    82 7    88 7    96 7    93 7    94 7    95 7    96 7    83 7    73 7    75
 7    69 7    63 7    62 7    64 7    58 7    62 7    62 7    68 7    68 7    66
 7    73 7    75 7    79 7    77 7    75 7    71 7    71 7    73 7    69 7    66
 7    66 7    63 7    62 7    63 7    67 7    70 7    69 7    71 7    70 7    67
 7    68 7    62 7    61 6    60 6    61 6    63 6    60 6    61 6    58 6    56
 6    59 6    58 6    55 6    61 6    63 6    61 6    54 6    57 6    63 6    61
 6    58 6    59 6    60 6    59 6    63 6    64 6    61 6    57 6    59 6    69
 6    62 6    62 6    76 6    83 6    88 6    90 6   104 6    97 6    95 6    93
 6    92 6    86 6    75 6    75 6    72 6    61 6    61 6    62 6    60 6    57
 6    57 6    62 6    58 6    63 6    62 6    61 6    70 6    68 6    69 6    70
 6    74 6    77 6    74 6    73 5    75 5    82 5    82 5    85 5    96 5    98
 5   106 5   106 5   106 5   106 5   102 5    97 5    90 5    84 5    72 5    72
 5    66 5    59 5    58 5    60 5    65 5    64 5    62 5    64 5    65 5    66
 5    68 5    67 5    67 5    70 5    67 5    72 5    68 5    70 5    75 5    81
 5    89 5    90 5    97 5   104 5   101 5    99 5   107 5   104 5    96 5    96
 5    80 5    80 5    83 5    84 5    82 5    77 5    83 5    78 5    74 5    90
 5    74 5    81 5    91 4    91 4    98 4   106 4   101 4   107 4   109 4   108
 4    90 4    84 4    86 4    80 4    71 4    77 4    78 4    70 4    71 4    71
 4    72 4    69 4    78 4    82 4    84 4    94 4    96 4    93 4   101 4   104
 4   100 4    90 4    95 4    90 4    81 4    72 4    67 4    73 4    68 4    61
 4    63 4    72 4    72 4    76 4    79 4    79 4    83 4    79 4    92 4   103
 4   102 4   104 4   111 4   104 4   108 4   106 4   112 4   117 4   119 4   129
 4   126 4   123 4   140 3   128 3   125 3   115 3   109 3   113 3    91 3    80
 3    71 3    61 3    61 3    63 3    69 3    64 3    70 3    67 3    65 3    74
 3    76 3    67 3    75 3    78 3    74 3    75 3    75 3    82 3    77 3    81
 3    80 3    71 3    67 3    75 3    68 3    65 3    57 3    66 3    66 3    55
 3    60 3    65 3    60 3    64 3    71 3    61 3    61 3    64 3    65 3    67
 3    70 3    75 3    75 3    81 3    78 3    76 3    78 3    66 3    64 3    73
 3    75 3    69 3    74 3    63 2    61 2    58 2    58 2    66 2    73 2    71
 2    70 2    67 2    75 2    71 2    75 2    65 2    60 2    55 2    66 2    64
 2    60 2    67 2    64 2    62 2    68 2    64 2    61 2    64 2    67 2    66
 2    60 2    68 2    63 2    65 2    79 2    79 2    77 2    70 2    60 2    59
 2    70 2    74 2    66 2    69 2    63 2    65 2    58 2    64 2    62 2    61
 2    69 2    60 2    68 2    61 2    64 2    66 2    67 2    72 2    67 2    66
 2    70 2    74 2    60 2    59 1    42 1    69 1    69 1    72 1    58 1    62
 1    77 1    72 1    64 1    68 1    76 1    74 1    65 1    74 1    64 1    74
 1    61 1    67 1    60 1    70 1    57 1    68 1    60 1    70 1    61 1    61
 1    69 1    64 1    64 1    56 1    76 1    69 1    72 1    65 1    70 1    76
 1    66 1    72 1    61 1    65 1    58 1    57 1    63 1    75 1    53 1    57
 1    72 1    73 1    63 1    61 1    64 1    66 1    46 1    65 1    71 1    78
 1    75 1    70 1    77 1    72
   -1000
  -10000
