# Format: McCode with text headers
# URL: http://www.mccode.org
# Creator: McStas 3.4 - Sep. 19, 2023
# Instrument: Radiography_Lithium_Battery.instr
# Ncount: 1000000
# Trace: no
# Gravitation: no
# Seed: 1723022411699975
# Directory: /home/user/Repos/swedness2023-instrumentfiles/Radiography_Lithium_Battery/Radiography_Lithium_Battery_20240807_112011
# Param: D=0.01
# Param: L=5
# Param: l=0.1
# Param: sample_used=0
# Param: battery_charge=0
# Date: Wed Aug  7 11:20:15 2024 (1723022415)
# type: array_1d(500)
# Source: Radiography_absorbing_edge (Radiography_Lithium_Battery.instr)
# component: edge_monitor_50mum
# position: 0 0 10.1001
# title: Linear PSD monitor
# Ncount: 1000000
# filename: edge_monitor.dat
# statistics: X0=1.63938e-05; dX=0.00174857;
# signal: Min=6.59648e-19; Max=3.06496e-18; Mean=1.77093e-18;
# values: 8.85465e-16 1.88765e-18 273180
# xvar: x
# yvar: (I,I_err)
# xlabel: x-Position [m]
# ylabel: Intensity
# xlimits: -0.003 0.003
# variables: x I I_err N
-0.002994 1.142308117e-18 6.780266182e-20 355 
-0.002982 2.252436357e-18 9.519603451e-20 701 
-0.00297 2.409334999e-18 9.845481643e-20 729 
-0.002958 2.210462274e-18 9.428466883e-20 688 
-0.002946 2.276595423e-18 9.57049228e-20 690 
-0.002934 2.154784419e-18 9.308945835e-20 669 
-0.002922 2.377159445e-18 9.779604374e-20 730 
-0.00291 2.172036171e-18 9.348323564e-20 672 
-0.002898 2.324872887e-18 9.67151127e-20 718 
-0.002886 2.204206549e-18 9.417249656e-20 680 
-0.002874 2.261575203e-18 9.537270697e-20 699 
-0.002862 2.437486035e-18 9.902857312e-20 746 
-0.00285 2.188108969e-18 9.382908276e-20 695 
-0.002838 2.361041816e-18 9.746360587e-20 728 
-0.002826 2.155946427e-18 9.313820621e-20 698 
-0.002814 2.433488849e-18 9.89479409e-20 746 
-0.002802 2.292885551e-18 9.604392587e-20 723 
-0.00279 2.194980456e-18 9.395665489e-20 670 
-0.002778 1.958838657e-18 8.877807528e-20 609 
-0.002766 1.986971829e-18 8.941135232e-20 601 
-0.002754 1.697364889e-18 8.264152654e-20 521 
-0.002742 1.468144412e-18 7.686318017e-20 470 
-0.00273 1.419943198e-18 7.558764208e-20 440 
-0.002718 1.21198645e-18 6.981357686e-20 374 
-0.002706 1.094052025e-18 6.635604033e-20 339 
-0.002694 9.733818029e-19 6.25922049e-20 303 
-0.002682 9.009966817e-19 6.022407263e-20 290 
-0.00267 1.014367616e-18 6.387436866e-20 305 
-0.002658 8.406443874e-19 5.817033965e-20 259 
-0.002646 7.240019363e-19 5.398893668e-20 228 
-0.002634 8.406681417e-19 5.816773839e-20 245 
-0.002622 7.76319205e-19 5.590356882e-20 240 
-0.00261 9.050078753e-19 6.035485791e-20 279 
-0.002598 1.025669305e-18 6.424812312e-20 309 
-0.002586 1.025668614e-18 6.425103139e-20 324 
-0.002574 1.227367252e-18 7.026333607e-20 367 
-0.002562 1.210696585e-18 6.980118223e-20 371 
-0.00255 1.254926062e-18 7.106248767e-20 377 
-0.002538 1.279077472e-18 7.174539407e-20 399 
-0.002526 1.399757577e-18 7.505340586e-20 446 
-0.002514 1.568692989e-18 7.945062599e-20 492 
-0.002502 1.725739515e-18 8.332458162e-20 524 
-0.00249 1.934739621e-18 8.822749058e-20 590 
-0.002478 2.068393901e-18 9.12108517e-20 659 
-0.002466 2.300710646e-18 9.621177369e-20 729 
-0.002454 2.658715316e-18 1.034226296e-19 788 
-0.002442 2.659967061e-18 1.034317308e-19 836 
-0.00243 2.691819645e-18 1.040511032e-19 813 
-0.002418 2.892012011e-18 1.078662628e-19 909 
-0.002406 2.823623436e-18 1.065831427e-19 882 
